코드,원료명,공급사,단가,원산지,포장단위,분류,기능성,규격,비고
SRC21-1412,식물스테롤,하이베이스,65000,인도,,일반식품,N,,
SRC21-1413,식물스테롤,하이베이스,75000,미국,,일반식품,N,,
SRC21-1414,진피 추출분말,하이베이스,21000,국산,,일반식품,N,고형분50%,
SRC21-1415,계피 추출분말,하이베이스,26000,베트남,,일반식품,N,고형분20%,
SRC21-1416,계피 추출분말,하이베이스,16000,베트남,,일반식품,N,고형분2%,
SRC21-1417,진피엑기스분말,해찬솔,23000,,,일반식품,N,,
SRC21-1418,계피추출분말,해찬솔,15500,,,일반식품,N,,
SRC21-1419,소연골 콘드로이친황산염,하이베이스,160000,인도,,일반식품,N,"소연골이 주원료인 경우 타정 : 한알 600mg는 사용되야 함/ 스틱포,소환,분말의 경우 최소  1200mg사용 조건",
SRC21-1420,지각농축분말,하이베이스,70000,국산,,일반식품,N,"탱자추출분말, 6~7만원선",
SRC21-1421,박하농축분말,하이베이스,25000,국산,,일반식품,N,,
SRC21-1423,락토바실러스 카제이 시로타균주,바른에프피,350000,국산,,일반식품,N,"1000억, 시로타는 특정회사 제품명",
SRC21-1424,석류추출분말,해찬솔,15000,이란,,일반식품,N,,
SRC21-1426,석류추출분말,하이베이스,24000,이란,,일반식품,N,,
SRC21-1428,연자육추출분말,하이베이스,31000,국산,,일반식품,N,,
SRC21-1429,대추야자추출분말,하이베이스,25000,이란,,일반식품,N,,
SRC21-1430,홍국(모나콜린)분말,하이베이스,150000,미국,,일반식품,N,건식원료 (홍국 3%),
SRC21-1432,링곤베리퓨레추출물분말(월귤나무열매),하이베이스,85000,폴란드,,일반식품,N,"과채가공품, 제조:Mlb biotrade",
SRC21-1433,바질씨드추출분말,하이베이스,80000,,,일반식품,N,8만원 선/ 재고 및 정확한 단가 추후 확인,
SRC21-1434,아누카사과 추출물,하이베이스,160000,이탈리아,,일반식품,N,16만원정도 수입검토중,
SRC21-1435,유기농 밀크시슬,하이베이스,390000,미국,,일반식품,N,실리마린 50%,
SRC21-1436,유기농 밀크시슬,하이베이스,450000,스페인,,일반식품,N,실리마린 50%,
SRC21-1438,곡물혼합분말 5종,하이베이스,7000,국산,,일반식품,N,,
SRC21-1439,살균곡류혼합분말14곡,하이베이스,20000,국산,,일반식품,N,,
SRC21-1440,곡류혼합분말14곡,하이베이스,15000,국산,,일반식품,N,,
SRC21-1441,유기농곡류혼합분말17종,하이베이스,25000,국산,,일반식품,N,,
SRC21-1442,쌀단백분말,하이베이스,10000,베트남,,일반식품,N,,
SRC21-1443,쌀단백분말,하이베이스,16000,벨기에,,일반식품,N,,
SRC21-1445,20야채혼합농축분말,하이베이스,17000,국산,,일반식품,N,HCS-5180,
SRC21-1446,27종과일야채혼합농축분말,하이베이스,23000,국산,,일반식품,N,HCS-7799,
SRC21-1447,히스티딘,하이베이스,110000,중국,,일반식품,N,아미노산 계열,
SRC21-1450,토마토추출물(건식원료),하이베이스,350000,인도,,일반식품,N,"6%, 액상 /수입해야 함",
SRC21-1451,토마토추출물(건식원료),하이베이스,600000,이스라엘,,일반식품,N,"6%, 액상",
SRC21-1453,표고버섯균사체 AHCC,KCF코리아,600000,,60,일반식품,N,알파 글루칸 / VAT별도                  ○ 인정번호 : 제2008-78호(2008.12.08),
SRC21-1454,표고버섯균사체,하이베이스,90000,,,일반식품,N,건식원료 /베타글루칸 기준 110~200 / 150mg,
SRC21-1456,마추출분말,해찬솔,23000,국산,,일반식품,N,,
SRC21-1457,마추출분말,하이베이스,29000,국산,,일반식품,N,,
SRC21-1458,황기추출분말,해찬솔,21000,국산,,일반식품,N,,
SRC21-1459,황기추출분말,해찬솔,23000,국산,,일반식품,N,,
SRC21-1462,알로에베라추출분말 일반식품,태성,57000,중국,,일반식품,N,미국 100:1,
SRC21-1463,보이차추출분말,태성,17000,중국,,일반식품,N,,
SRC21-1464,그린커피빈추출분말,엔바이오텍,25000,인도,,일반식품,N,기타가공품/ 클로겐산5%,
SRC21-1465,동물성 알티지오메가3,태성,110000,독일,,일반식품,N,80%이상/정어리유 기준76% / '백중'만 수입,
SRC21-1466,핑그루트추출분말,하이베이스,13000,중국,,일반식품,N,,
SRC21-1468,발효구기자추출분말,해찬솔,32000,국산,,일반식품,N,,
SRC21-1469,구기자농축액,해찬솔,28000,국산,,일반식품,N,,
SRC21-1470,복숭아농축분말,해찬솔,15000,이스라엘,,일반식품,N,,
SRC21-1471,복숭아농축액,해찬솔,9500,이스라엘,,일반식품,N,,
SRC21-1477,비타민k1( 바실러스 나토균 농축분말),태성,330000,미국,,일반식품,N,V-K1 건조효모,
SRC21-1478,난각막분말,하이베이스,520000,미국,,일반식품,N,재고확인 필요,
SRC21-1482,병아리콩추출분말,해찬솔,14000,캐나다,,일반식품,N,,
SRC21-1484,코엔자임Q10,태성,680000,인도,,일반식품,N,98%~100%(성적서 있음),
SRC21-1485,코코넛오일,하이베이스,22000,필리핀,,일반식품,N,,
SRC21-1486,올리브오일,하이베이스,9000,스페인,,일반식품,N,제조사: 오뚜기,
SRC21-1487,포도씨오일,하이베이스,7000,스페인,,일반식품,N,,
SRC21-1488,팔라티노스,태성,6000,독일,,일반식품,N,,
SRC21-1489,누룽지분말,하이베이스,4000,국산,,일반식품,N,,
SRC21-1490,옥수수전분,하이베이스,1500,국산,,일반식품,N,수입산 옥수수알파전분은 공급 어려움,
SRC21-1491,비타민K1 혼합제재,미르인터내셔널,320000,,,일반식품,N,5% / 재고 300g,
SRC21-1492,비타민E 혼합제재,(미지정),70000,,,일반식품,N,재고 700g,
SRC21-1493,로즈힙퓨레추출분말,채움바이오,55000,폴란드,,일반식품,N,로즈힙퓨레추출분말100% 과채가공품,
SRC21-1495,작약추출물,(미지정),360000,,,일반식품,N,개별인정형,
SRC21-1497,대두발효추출물분말(50%),하이베이스,330000,국산,,일반식품,N,혈전분해단위:7000FU이상,
SRC21-1498,대두단백추출분말,해찬솔,14000,중국,,일반식품,N,2월2주 생산예정,
SRC21-1500,어성초분말,바이오케어,17000,국산,,일반식품,N,일반분말,
SRC21-1501,어성초분말,바이오케어,8200,중국,,일반식품,N,일반분말,
SRC21-1502,구기자분말,바이오케어,46000,국산,,일반식품,N,구기자 일반분말은 제조공정 까다로움,
SRC21-1503,구기자분말,바이오케어,17000,중국,,일반식품,N,일반분말,
SRC21-1504,유청칼슘,하이베이스,20000,독일,,일반식품,N,,
SRC21-1505,해조칼슘(아쿠아칼),하이베이스,11000,영국,,일반식품,N,,
SRC21-1507,화이트토마토추출분말,하이베이스,350000,미국,,일반식품,N,일반식품원료,
SRC21-1508,분리유단백(MPI),담원인터내셔널,22000,프랑스,,일반식품,N,가격 인상 후,
SRC21-1509,분리유청단백(WPI),담원인터내셔널,23000,미국,,일반식품,N,일반,
SRC21-1510,분리유청단백(WPI),담원인터내셔널,29000,네덜란드,,일반식품,N,그라스페이드(자연방목인증),
SRC21-1511,분리유청단백(WPI),하이베이스,24000,미국,,일반식품,N,,
SRC21-1512,산양유단백,담원인터내셔널,35000,네덜란드,,일반식품,N,,
SRC21-1513,산양전지분유,담원인터내셔널,23000,네덜란드,,일반식품,N,,
SRC21-1514,산양탈지분유,담원인터내셔널,23000,네덜란드,,일반식품,N,,
SRC21-1515,동물성 오메가3,바른에프피,100000,스페인,,일반식품,N,RTG/초임계/ 75% EPA50:DHA25,
SRC21-1516,아밀라아제(아스퍼질러스발효물A),에스제이디,73000,,10,일반식품,N,역가 150만 보장/특허없음,
SRC21-1517,프로테아제(아스퍼질러스발효물P),에스제이디,71000,,10,일반식품,N,역가 3만 / 특허없음,
SRC21-1518,엔자임 믹스 파우더,에스제이디,273000,,5,일반식품,N,,
SRC21-1519,블로멜라인,에스제이디,54000,,20,일반식품,N,,
SRC21-1520,파파인,에스제이디,39000,,20,일반식품,N,,
SRC21-1521,원지추출물,하이베이스,32000,중국,20,일반식품,N,고형분 3.5%,
SRC21-1522,석창포추출물,하이베이스,32000,국산,100,일반식품,N,고형분 4%,
SRC21-1525,농축유단백(MPC),담원인터내셔널,22000,프랑스,,일반식품,N,부가세별도,
SRC21-1526,분리대두단백(ISP),담원인터내셔널,6300,인도,,일반식품,N,업체: 폰테라 /부가세별도,
SRC21-1528,농축유청단백(WPC),담원인터내셔널,15500,뉴질랜드,,일반식품,N,부가세별도,
SRC21-1529,코코넛오일파우더(MCT유지분말),태성,16000,말레이지아,,일반식품,N,,
SRC21-1530,코코넛슈가분말,태성,5700,인도네시아,,일반식품,N,,
SRC21-1531,코코아파우더,하이베이스,7000,네덜란드,,일반식품,N,,
SRC21-1532,코코아파우더,하이베이스,8000,스페인,,일반식품,N,,
SRC21-1534,쌀발효분말,하이베이스,68000,국산,,일반식품,N,"원재료명 및 함량: 쌀발효마그네슘농축액 100%
식품유형: 기타가공품
성적서상 마그네슘함량  17%",
SRC21-1536,단호박농축분말 SR-28470,새롬비앤에프,22000,국산,,일반식품,N,"단호박농축액70%(고형분10%), 덱스트린29%, 아라비아검 1%",
SRC21-1537,단호박농축분말,하이베이스,21000,국산,,일반식품,N,단호박퓨레50%,
SRC21-1540,락토바실러스 루테리,메디오젠,520000,,,일반식품,N,2000억기준,
SRC21-1541,락토바실러스 루테리,메디오젠,360000,,,일반식품,N,1000억,
SRC21-1545,락토바실러스 애시도필러스-10,메디오젠,50000,,5,일반식품,N,10억 CFU/g,
SRC21-1546,락토바실러스 애시도필러스_L2,메디오젠,140000,,5,일반식품,N,100억 CFU/g,
SRC21-1547,락토바실러스 애시도필러스-500,메디오젠,290000,,1,일반식품,N,500억 CFU/g,
SRC21-1548,어골칼슘,하이베이스,36000,미국,,일반식품,N,칼슘함유량 25%,
SRC21-1549,소연골,하이베이스,160000,인도,,일반식품,N,황산 콘드로이친 함량 53.8%,
SRC21-1555,칸달로프멜론추출분말,하이베이스,18000,중국,,일반식품,N,일반식품,
SRC21-1557,이산화규소,하이베이스,6000,인도,,일반식품,N,,
SRC21-1558,이산화규소,하이베이스,5500,프랑스,,일반식품,N,,
SRC21-1559,피로인산제2철(리포조말),하이베이스,37000,독일,,일반식품,N,철함량 24~26%,
SRC21-1560,리로퍼엔에이디스퍼서블(피로인산제2철),하이베이스,115000,스페인,,일반식품,N,"철분7.8~9% (옥수수전분60%,피로인산제이철35%,해바라기레시틴5%) 식품첨가물",
SRC21-1561,락토바실러스 헬베티쿠스,메디오젠,170000,국산,,일반식품,N,100억 CFU/g,
SRC21-1562,스트렙토코커스 써모필러스,메디오젠,170000,국산,5,일반식품,N,100억 CFU/g,
SRC21-1563,애니말리스비피더스균알(R)-1000,메디오젠,450000,국산,,일반식품,N,"1,000억 CFU/g",
SRC21-1564,락티스 유산균-1000,메디오젠,350000,국산,1,일반식품,N,"1,000억 CFU/g",
SRC21-1565,락토바실러스 헬베티쿠스,바른에프피,220000,국산,5,일반식품,N,100억 CFU/g,
SRC21-1566,락토코커스 락티스,바른에프피,320000,국산,5,일반식품,N,"1,000억 CFU/g",
SRC21-1567,스트렙토코커스 써모필러스,바른에프피,420000,국산,5,일반식품,N,"1,000억 CFU/g",
SRC21-1568,모로실농축분말,태성,16000,미국,,일반식품,N,,
SRC21-1569,인동꽃추출분말,(미지정),47000,중국,,일반식품,N,100kg 이상주문생산,
SRC21-1570,감초엑기스분말,(미지정),20000,우즈베키스탄,,일반식품,N,,
SRC21-1571,살균양배추분말,(미지정),20000,국산,,일반식품,N,,
SRC21-1572,L-라이신염산염,(미지정),8000,중국,,일반식품,N,,
SRC21-1573,오메가3 동물성,하이베이스,65000,독일,,일반식품,N,50%,
SRC21-1575,글루타치온,하람,380000,인도,,일반식품,N,,
SRC21-1576,밀크씨슬(유기농밀크씨슬분말),태성,22000,폴란드,,일반식품,N,,
SRC21-1577,홍경천추출물,하이베이스,330000,스페인,,일반식품,N,,
SRC21-1578,홍경천추출물,삼오제약,295000,이탈리아,,일반식품,N,,
SRC21-1579,히드록시 프로필 메틸 셀룰로오즈,태성,31000,독일,,일반식품,N,HPMC  02-778-2351(수입원) 3/6 당진재고 67kg,
SRC21-1580,아티초크 추출분말,하이베이스,40000,프랑스,,일반식품,N,3/7현재 재고 없음_재수입시 단가인상 가능성 있음,
SRC21-1581,흰점박이꽃무지(굼벵이)건조 분말,서호상사,250000,국산,,일반식품,N,열풍건조/소환용,
SRC21-1582,흰점박이꽃무지(굼벵이)건조 분말,서호상사,450000,국산,,일반식품,N,동결건조/분말용 (판매협의중),
SRC21-1583,모링가분말(일반분말),하이베이스,23000,,,일반식품,N,현재 사용중/당진공장,
SRC21-1584,레드비트분말(일반분말),하이베이스,23000,,,일반식품,N,현재 사용중/당진공장,
SRC21-1585,호박분말(일반분말),하이베이스,22000,국산,,일반식품,N,,
SRC21-1586,팥분말(일반분말),하이베이스,13000,국산,,일반식품,N,,
SRC21-1587,팥추출분말(HCS-6487),해찬솔,16500,국산,,일반식품,N,"팥추출액(고형분8%)70%, 덱스트린 29%, 아라비아검 1%",
SRC21-1588,가자추출물,하이베이스,980000,호주,,일반식품,N,,
SRC21-1589,락토페린,하이베이스,1200000,호주,,일반식품,N,,
SRC21-1590,헴철,하이베이스,135000,덴마크,,일반식품,N,"불용성, 철1%",
SRC21-1591,헴철,하이베이스,220000,덴마크,,일반식품,N,철2%,
SRC21-1592,호밀식이섬유,하이베이스,23000,미국,,일반식품,N,고형분 30%,
SRC21-1593,통밀식이섬유,하이베이스,6000,독일,,일반식품,N,식이섬유90%,
SRC21-1594,푸룬농축분말,하이베이스,6000,미국,,일반식품,N,식이섬유90%,
SRC21-1595,보리순분말(일반분말),바이오케어,19500,국산,,일반식품,N,부가세별도,
SRC21-1596,새싹보리분말,하이베이스,17000,국산,,일반식품,N,,
SRC21-1600,브로콜리추출분말,하이베이스,19000,국산,,일반식품,N,,
SRC21-1601,가스트로 에이디(Gastro -Ad),바른에프피,65000,덴마크,,일반식품,N,두류가공품,
SRC21-1602,크랜베리추출분말,하이베이스,30000,칠레,,일반식품,N,,
SRC21-1603,팔라티노스,하이베이스,7500,독일,,일반식품,N,,
SRC21-1604,팔라티노스,태성,7000,,,일반식품,N,,
SRC21-1605,팔라티노스,서호상사,7500,,,일반식품,N,분말타입,
SRC21-1606,팔라티노스,서호상사,8500,,,일반식품,N,결정타입,
SRC21-1607,유기농과일야채혼합분말,하이베이스,82000,미국,,일반식품,N,,
SRC21-1608,유기농베리혼합분말,하이베이스,165000,미국,,일반식품,N,,
SRC21-1609,21혼합유산균,하이베이스,28000,,,일반식품,N,,
SRC21-1610,돌외잎주정추출분말,티지바이오텍,370000,,100,일반식품,N,개별인정형(제2013-8호)                 연락처053-953-0833,
SRC21-1611,돌외잎주정추출분말,하이베이스,400000,중국,,일반식품,N,개별인정형,
SRC21-1612,돌외잎주정추출분말,하이베이스,15000,중국,,일반식품,N,일반식품,
SRC21-1613,핑거루트추출분말(판두라틴),뉴트리,320000,국산,,일반식품,N,개별인정형 제2013-5호(2013.04.15.)   연락처 02-565-3494  총판:에버스트링 : 031-698-3127,
SRC21-1614,핑거루트추출분말(판두라틴),하이베이스,30000,인도네시아,,일반식품,N,일반,
SRC21-1615,핑거루트추출분말(판두라틴),하이베이스,13000,중국,,일반식품,N,일반,
SRC21-1617,미강추출물,하이베이스,30000,미국,,일반식품,N,일반,
SRC21-1618,작약추출분말,올담식품,15000,국산,,일반식품,N,박대표님 업로드,
SRC21-1619,감초농축분말,올담식품,17500,국산,,일반식품,N,,
SRC21-1620,모과추출분말,올담식품,14000,국산,,일반식품,N,,
SRC21-1621,우슬추출분말,올담식품,22500,국산,,일반식품,N,,
SRC21-1622,두충추출분말,올담식품,14500,국산,,일반식품,N,,
SRC21-1623,메론추출물,시스팡,800000,프랑스,10,일반식품,N,"PME-88 메론추출물
○ 인정번호 : 제2008-9호(2008.02.14)",
SRC21-1624,락추로스분말,하이베이스,16500,덴마크,,일반식품,N,,
SRC21-1625,사과식이섬유,하이베이스,27000,미국,,일반식품,N,,
SRC21-1626,알로에전잎추출분말,(미지정),45000,인도네시아,,일반식품,N,,
SRC21-1627,락토바실러스 애시도필루스,바른에프피,130000,국산,10,일반식품,N,100억/CFU,
SRC21-1628,락토바실러스 카제이,바른에프피,380000,국산,5,일반식품,N,"1,000억/CFU",
SRC21-1629,비피도박테리움 브레브,바른에프피,390000,국산,5,일반식품,N,500억/CFU,
SRC21-1630,비피도박테리움 애니멀리스 락티스,바른에프피,340000,국산,5,일반식품,N,"1,000억/CFU",
SRC21-1631,(탄산)나노칼슘,하이베이스,13000,국산,,일반식품,N,칼슘24%함량,
SRC21-1632,글루콘산 아연,(미지정),29000,미국,,일반식품,N,재고 있음,
SRC21-1633,밀크칼슘,태성,20000,뉴질랜드,,일반식품,N,칼슘함량 28%,
SRC21-1634,밀크칼슘,태성,17000,독일,,일반식품,N,칼슘함량 27%,
SRC21-1635,침향분말,서호상사,85000,인도네시아,,일반식품,N,,
SRC21-1638,함초분말,바이오케어,20500,국산,,일반식품,N,환제용 일반분말,
SRC21-1639,사철쑥 분말,바이오케어,14400,국산,,일반식품,N,환제용 일반분말,
SRC21-1640,삽주뿌리 분말,바이오케어,14400,국산,,일반식품,N,환제용 일반분말,
SRC21-1641,유기농씨엔에스혼합분말 15종,금파무역,80000,미국,,일반식품,N,신규수입 단가 인상,
SRC21-1642,비피도 브레브균_-2,메디오젠,180000,국산,,일반식품,N,"100억cfg/g, 1kg 5kg",
SRC21-1643,락티스 유산균-L-2,메디오젠,160000,국산,,일반식품,N,"100억cfg/g, 1kg 5kg",
SRC21-1644,락티스유산균-2000,메디오젠,550000,국산,,일반식품,N,"2000억cfg/g, 1kg /5kg",
SRC21-1645,람노수스유산균-2000,메디오젠,490000,국산,,일반식품,N,"2000억cfg/g, 5kg이상",
SRC21-1646,람노수스유산균-2000,메디오젠,520000,국산,,일반식품,N,"2000억cfg/g, 5kg미만",
SRC21-1647,가세리유산균_100,메디오젠,170000,국산,,일반식품,N,"100억cfg/g, 5kg이상",
SRC21-1648,가세리유산균_100,메디오젠,200000,국산,,일반식품,N,"100억cfg/g, 5kg미만",
SRC21-1650,훼시움유산균-L-3,메디오젠,300000,국산,,일반식품,N,"1000억cfg/g, 1kg /5kg",
SRC21-1651,훼시움유산균-L-3-2,메디오젠,500000,국산,,일반식품,N,"2000억cfg/g, 1kg /5kg",
SRC21-1652,활성엽산,삼오제약,27000,,,일반식품,N,엽산으로써 55-59%                       회사재고 100g 있음,
SRC21-1653,지구목 분말,바이오케어,11700,국산,20,일반식품,N,부가세별도,
SRC21-1654,황칠나무 분말,바이오케어,27400,국산,20,일반식품,N,부가세별도,
SRC21-1655,칡꽃분말,바이오케어,17500,중국,20,일반식품,N,부가세별도,
SRC21-1656,플란타김치유산균-2000,메디오젠,490000,국산,,일반식품,N,,
SRC21-1657,비피도브레브균-500,메디오젠,350000,국산,,일반식품,N,,
SRC21-1658,은행잎추출분말 24%,(미지정),185000,미국,,일반식품,N,,
SRC21-1659,Lactobacillus acidophilus,메디오젠,290000,,,일반식품,N,cfg 500억,
SRC21-1660,Lactobacillusb casei,메디오젠,500000,,,일반식품,N,cfg 2000억,
SRC21-1664,포스파티딜세린70%,(미지정),590000,인도,,일반식품,N,박균배 대표,
SRC21-1665,락토페린 5kg,(미지정),1250000,뉴질랜드,5,일반식품,N,박균배 대표,
SRC21-1666,바나바잎추출물1%,(미지정),85000,인도,,일반식품,N,박균배 대표,
SRC21-1667,리포좀비타민C,(미지정),140000,폴란드,25,일반식품,N,박균배 대표,
SRC21-1668,홉추출물(맥아추출물),해찬솔,15000,,,일반식품,N,박균배 대표,
SRC21-1669,호로파종자추출분말,(미지정),110000,인도,,일반식품,N,박균배 대표,
SRC21-1670,회향추출물 60kg작업,해찬솔,600000,,,일반식품,N,박균배 대표,
SRC21-1671,이노시톨,(미지정),75000,독일,,일반식품,N,박균배 대표,
SRC21-1672,이노시톨,(미지정),39000,중국,,일반식품,N,박균배 대표,
SRC21-1673,후코이단 / Fucoidan,(미지정),600000,중국,,일반식품,N,나병길 약사,
SRC21-1674,과라나추출분말22%,(미지정),71000,브라질,,일반식품,N,박균배 대표,
SRC21-1675,비타민C,선일에프앤씨,4800,중국,,일반식품,N,김병만 부사장,
SRC21-1676,비타민C (직타용),선일에프앤씨,6800,중국,,일반식품,N,김병만 부사장,
SRC21-1678,산양유단백분말,태성,37000,네덜란드,,일반식품,N,박균배 대표,
SRC21-1681,블랙마카분말(젤라틴화),태성,17000,,,일반식품,N,최준호 과장,
SRC21-1682,모로블러드오렌지농축액,해찬솔,9700,이탈리아,,일반식품,N,,
SRC21-1683,난소화성 말토덱스트린,하이베이스,6400,,,일반식품,N,삼양사제품 /당진공장 재고240Kg,
SRC21-1684,N아세틸글루코사민(95%) 새우유래,하이베이스,115000,태국,,일반식품,N,,
SRC21-1685,N아세틸글루코사민(95%)홍게유래,하이베이스,125000,국산,,일반식품,N,,
SRC21-1686,가르시니아캄보지아추출물(수용성),하이베이스,32000,인도,,일반식품,N,60%,
SRC21-1687,산약분말,바이오케어,35500,국산,,일반식품,N,,
SRC21-1688,산약분말,바이오케어,21000,중국,,일반식품,N,,
SRC21-1690,연자육 분말,바이오케어,14400,베트남,,일반식품,N,,
SRC21-1691,사삼 분말,바이오케어,32800,국산,,일반식품,N,,
SRC21-1692,사삼 분말,바이오케어,28500,중국,,일반식품,N,,
SRC21-1694,마늘추출분말(고형분30%),하이베이스,24000,국산,,일반식품,N,,
SRC21-1695,복분자 농축액,해찬솔,25000,중국,,일반식품,N,,
SRC21-1696,복분자 농축액(20BRIX),해찬솔,65000,국산,,일반식품,N,복분자 100%,
SRC21-1697,복분자 농축액(65BRIX),해찬솔,40000,국산,,일반식품,N,"복분자추출액(고형분:5%), 저당",
SRC21-1698,치자농축분말,해찬솔,23000,중국,,일반식품,N,,
SRC21-1699,치자농축분말/ 치자농축액,하이베이스,25000,국산,,일반식품,N,(고형분15%)75%+덱스트린25%=100%,
SRC21-1700,인디안 구스베리추출분말,하이베이스,90000,인도,,일반식품,N,"(Amla fruit extract 50%),",
SRC21-1701,시금치분말,하이베이스,29000,국산,,일반식품,N,,
SRC21-1702,고구마(자색),하이베이스,19000,국산,,일반식품,N,,
SRC21-1703,키위과즙분말(고형분30%),하이베이스,27000,뉴질랜드,,일반식품,N,,
SRC21-1704,잠두콩,(미지정),27200,,,일반식품,N,파바빈분말,
SRC21-1712,분리대두단백(ISP),담원인터내셔널,7500,싱가폴,,일반식품,N,,
SRC21-1713,분리대두단백(ISP),담원인터내셔널,10400,미국,,일반식품,N,쏠레사,
SRC21-1714,천마농축분말(고형분10%),하이베이스,30000,,100,일반식품,N,,
SRC21-1715,천마분말(일반),바이오케어,86000,국산,20,일반식품,N,,
SRC21-1716,천마분말(일반),바이오케어,44000,중국,20,일반식품,N,,
SRC21-1717,글리세린지방산에스테르,태성,5000,말레이시아,25,일반식품,N,,
SRC21-1718,천궁추출물,하이베이스,33000,국산,20,일반식품,N,,
SRC21-1719,건강추출물,하이베이스,30000,중국,20,일반식품,N,,
SRC21-1720,생강추출물,하이베이스,28000,국산,20,일반식품,N,,
SRC21-1721,황기추출물,하이베이스,23000,국산,20,일반식품,N,,
SRC21-1722,천궁분말,바이오케어,23800,국산,,일반식품,N,,
SRC21-1723,천궁분말,바이오케어,17000,중국,,일반식품,N,,
SRC21-1724,건강분말,바이오케어,39000,국산,,일반식품,N,,
SRC21-1725,건강분말,바이오케어,15000,중국,,일반식품,N,,
SRC21-1726,황기분말,바이오케어,28000,국산,,일반식품,N,,
SRC21-1727,황기분말,바이오케어,16800,중국,,일반식품,N,,
SRC21-1728,소르비톨,태성,3800,,,일반식품,N,박균배 대표,
SRC21-1729,15곡 곡류효소분말,(미지정),60000,,,일반식품,N,실단가 / 아밀라아제 20만Unit 프로테아제 300 Unit,
SRC21-1730,365 과채발효호소분말,(미지정),60000,,,일반식품,N,아밀라아제 50만Unit 프로테아제 1000 Unit,
SRC21-1731,모로블러드오렌지추출분말,(미지정),16000,이탈리아,,일반식품,N,박균배 대표,
SRC21-1732,모로오렌지추출분말,(미지정),17000,이스라엘,,일반식품,N,박균배 대표,
SRC21-1733,글루코만난,하이베이스,24000,중국,,일반식품,N,,
SRC21-1734,탈지대두,하이베이스,2000,,,일반식품,N,원산지별 2000원대 전후,
SRC21-1735,탈지분유,하이베이스,10000,남양 한국,,일반식품,N,,
SRC21-1736,전지분유,하이베이스,13000,비락 한국,,일반식품,N,,
SRC21-1737,혼합탈지분유,하이베이스,7200,네덜란드,,일반식품,N,,
SRC21-1738,건조효모,에스제이디,16700,,100,일반식품,N,,
SRC21-1739,L-아스파라진,(미지정),26000,중국,,일반식품,N,박균배 대표,
SRC21-1740,침향,(미지정),42000,인도네시아,,일반식품,N,박균배 대표,
SRC21-1743,표고버섯균사체,태성,600000,,,일반식품,N,독점원료사 통해 원가낮춤,
SRC21-1744,작약복합추출물,(미지정),250000,,,일반식품,N,개별인정형,
SRC21-1745,구아검가수분해물,하이베이스,38000,인도,,일반식품,N,기타가공-건식은 불가,
SRC21-1746,구아검,하이베이스,5500,인도,,일반식품,N,식첨,
SRC21-1747,발레리안추출분말,하이베이스,140000,프랑스,25,일반식품,N,발레리안산 0.8%,
SRC21-1748,감태추출분말,해찬솔,20000,,,일반식품,N,당진공장 재고 19kg,
SRC21-1749,황금추출분말,하이베이스,30000,중국,,일반식품,N,,
SRC21-1750,하이드로커큐민,서호상사,26000,인도,,일반식품,N,함량 50%,
SRC21-1752,나노커큐민,상아아그리텍,220000,인도,,일반식품,N,부가세포함,
SRC21-1753,강황추출분말,올담식품,14500,인도네시아,,일반식품,N,041-910-5005,
SRC21-1754,계피추출분말,올담식품,15000,베트남,,일반식품,N,임정균 대표,
SRC21-1755,노루궁뎅이버섯분말,태성,72000,국산,,일반식품,N,박균배 대표,
SRC21-1756,MCT유지분,태성,14000,인도네시아,,일반식품,N,박균배 대표,
SRC21-1757,노루궁뎅이버섯추출분말,해찬솔,21000,,60,일반식품,N,박균배 대표,
SRC21-1758,페퍼민트추출분말,해찬솔,17000,,,일반식품,N,박균배 대표,
SRC21-1759,침향(원물),바이오케어,58000,,,일반식품,N,,
SRC21-1760,침향(분말),바이오케어,68000,,,일반식품,N,살균포함,
SRC21-1763,아누카사과추출분말,하이베이스,67000,폴란드,10,일반식품,N,,
SRC21-1765,유근피추출분말,(미지정),50000,,,일반식품,N,김혜성과장,
SRC21-1766,배농축액,해찬솔,8500,국산,,일반식품,N,,
SRC21-1767,배농축액,해찬솔,5200,중국,,일반식품,N,,
SRC21-1768,배농축액(66Brix이상),하이베이스,4400,국산,,일반식품,N,배합비:배(국산:69Brix)70%+물엿(저당)30%,
SRC21-1769,배농축액,새롬비앤에프,15000,,,일반식품,N,,
SRC21-1770,생강농축액,해찬솔,53000,국산,,일반식품,N,생강100%,
SRC21-1771,생강농축액,해찬솔,9500,국산,,일반식품,N,당타입,
SRC21-1772,생강농축액(60Brix이상),하이베이스,29000,국산,,일반식품,N,"생강90%+저당10%,",
SRC21-1773,생강농축액,새롬비앤에프,42000,,,일반식품,N,,
SRC21-1774,케일추출분말,하이베이스,18000,국산,,일반식품,N,(케일추출액/고형분:0.5%)65%+덱스트린),
SRC21-1775,사과농축분말(SR-20395),하이베이스,18000,국산,,일반식품,N,고형분40%,
SRC21-1776,매실향분말,해찬솔,24000,,,일반식품,N,,
SRC21-1777,매실향분말,새롬비앤에프,30000,,,일반식품,N,,
SRC21-1778,유자향분말,해찬솔,24500,,,일반식품,N,,
SRC21-1779,유자향분말,새롬비앤에프,25000,,,일반식품,N,,
SRC21-1780,곰보배추분말(일반),하이베이스,50000,국산,,일반식품,N,,
SRC21-1781,엘더베리(착즙)농축액(65Brix),하이베이스,36000,오스트리아,,일반식품,N,,
